 1483  STARS OF MAGNITUDE  5.000 AND BRIGHTER                   TOTAL   1483
 1349  4.859 M0    300.8910  -53.0258  .3087911 -.5161365 -.7989062  2560833
 1350  2.117 B3    305.4265  -56.8981  .3165682 -.4450187 -.8377010  2560841
 1351  4.703 F0    310.0974  -52.1019  .3956375 -.4698785 -.7891040  2560842
 1352  3.719 K0    312.7300  -58.6447  .3530758 -.3822228 -.8539573  2560845
 1353  4.602 A5    319.0806  -53.6611  .4477568 -.3881246 -.8055266  2560858
 1354  4.563 F0    328.6334  -55.2315  .4869212 -.2968288 -.8214624  2560873
 1355  4.742 K5    329.9652  -57.0201  .4712515 -.2724588 -.8388612  2560876
 1356  4.859 K0    340.6442  -53.7634  .5577097 -.1959176 -.8065830  2560887
 1357  3.688 A2    341.3882  -51.5810  .5889092 -.1983253 -.7834877  2560889
 1358  4.180 G5    344.4836  -53.0228  .5795749 -.1609086 -.7988751  2560891
 1359  4.102 F2    348.6306  -58.5092  .5121116 -.1029752 -.8527237  2560898
 1360  4.344 F8      4.4135  -65.1560  .4189028  .0323322 -.9074553  2670005
 1361  4.523 B9      7.3179  -63.2340  .4466800  .0573627 -.8928530  2670007
 1362  4.477 A2      7.3213  -63.2415  .4465598  .0573746 -.8929124  2670008
 1363  4.719 K0     28.4186  -67.8920  .3310002  .1791099 -.9264764  2670031
 1364  3.023 F0     29.3049  -61.8123  .4119128  .2312007 -.8814046  2670034
 1365  4.258 A2     35.2121  -68.8865  .2943050  .2077022 -.9328689  2670040
 1366  4.258 B9     39.7061  -68.4807  .2822019  .2343390 -.9302942  2670047
 1367  4.898 A2     41.1934  -67.8260  .2840051  .2485698 -.9260422  2670052
 1368  4.797 F5     52.1338  -63.1093  .2776247  .3570587 -.8918708  2670070
 1369  3.797 K0     55.8995  -64.9631  .2372667  .3504343 -.9060355  2670075
 1370  4.406 M0     59.4875  -61.5412  .2419449  .4105368 -.8791599  2670077
 1371  4.461 MB     60.0422  -62.2983  .2321380  .4027593 -.8853795  2670079
 1372  4.813 K5     60.1234  -61.2175  .2398448  .4174972 -.8764534  2670080
 1373  3.359 G5     63.4450  -62.5981  .2057485  .4116778 -.8878000  2670083
 1374  4.797 M7     69.0418  -62.1764  .1669504  .4358719 -.8843886  2670093
 1375  4.781 K0     78.4479  -67.2413  .0774705  .3790147 -.9221422  2670099
 1376  3.813 F5P    83.2973  -62.5222  .0538544  .4582512 -.8871897  2670105
 1377  4.523 A5     86.1698  -65.7542  .0274312  .4097354 -.9117919  2670110
 1378  4.531 K0     88.4326  -63.0989  .0123760  .4522822 -.8917890  2670114
 1379  4.883 MB     92.7847  -65.5763 -.0200881  .4129922 -.9105130  2670122
 1380  3.297 A5    101.9181  -61.8845 -.0973193  .4610926 -.8819992  2670142
 1381  4.023 F5    109.2151  -67.8658 -.1240030  .3557867 -.9263040  2670153
 1382  4.961 B3    119.9263  -63.4283 -.2231608  .3876759 -.8943750  2670172
 1383  4.461 B5    121.9435  -68.4699 -.1941681  .3114164 -.9302250  2670181
 1384  4.797 F5    122.0425  -61.1530 -.2559748  .4089706 -.8759109  2670182
 1385  4.977 K0    124.4425  -65.4556 -.2349407  .3425771 -.9096394  2670185
 1386  3.648 K0    126.2990  -65.9714 -.2410571  .3281717 -.9133427  2670189
 1387  3.977 B8    133.4783  -60.4527 -.3393214  .3578412 -.8699487  2670200
 1388  4.180 A5    135.4159  -66.1972 -.2874449  .2833015 -.9149403  2670204
 1389  4.180 B3    137.5350  -62.1113 -.3450584  .3158001 -.8838580  2670206
 1390  1.797 A0    138.1606  -69.5099 -.2607900  .2334959 -.9367328  2670208
 1391  4.859 K0    139.9375  -62.1912 -.3570502  .3002648 -.8845090  2670213
 1392  4.000 M5E   142.7459  -62.5668 -.3667098  .2788937 -.8875484  2670224
 1393  4.672 B9    144.4902  -61.1009 -.3933881  .2807022 -.8754725  2670228
 1394  4.203 G0    145.9678  -62.2767 -.3855230  .2603542 -.8852049  2670232
 1395  3.148 F0    146.4630  -64.8394 -.3543803  .2348888 -.9051198  2670233
 1396  3.563 B8    153.1367  -69.7892 -.3081934  .1561074 -.9384281  2670258
 1397  3.438 K5    153.8518  -61.0819 -.4340697  .2131013 -.8753121  2670259
 1398  3.578 B5P   157.5599  -61.4276 -.4420536  .1825633 -.8782137  2670271
 1399  3.031 B0    160.2914  -64.1320 -.4107414  .1471365 -.8998013  2670280
 1400  4.492 K5    160.4063  -60.3039 -.4667131  .1661315 -.8686652  2670283
 1401  4.758 K0    166.1195  -62.1535 -.4534646  .1120570 -.8842019  2670304
 1402  4.727 F5P   167.6117  -60.0453 -.4876886  .1071213 -.8664207  2670306
 1403  3.344 B9    173.3650  -62.7430 -.4549147  .0529168 -.8889614  2670324
 1404  4.883 G0    174.6292  -61.8126 -.4702837  .0442134 -.8814071  2670334
 1405  3.797 A5    175.8058  -66.4511 -.3984624  .0292204 -.9167191  2670338
 1406  4.219 G0    176.0201  -60.9005 -.4851549  .0337544 -.8737765  2670339
 1407  4.711 K5    176.4558  -66.5368 -.3973978  .0246136 -.9173163  2670340
 1408  4.523 B5    176.8089  -63.5104 -.4453434  .0248288 -.8950155  2670341
 1409  4.898 G5    176.8824  -69.9476 -.3423716  .0186479 -.9393796  2670342
 1410  4.477 A5    180.1129  -63.0345 -.4534530 -.0008936 -.8912797  2670355
 1411  4.977 B3    180.4323  -62.8873 -.4557299 -.0034389 -.8901115  2670357
 1412  4.297 F0    181.0653  -64.3352 -.4330302 -.0080526 -.9013435  2670364
 1413  4.156 MB    183.7058  -67.6829 -.3789377 -.0245434 -.9250967  2670374
 1414  4.258 B3    183.9266  -63.7254 -.4416343 -.0303133 -.8966829  2670375
 1415  3.570 K2    184.6580  -60.1241 -.4964772 -.0404513 -.8671067  2670379
 1416  1.578 B1    185.9497  -62.8222 -.4542922 -.0473447 -.8895937  2670387
 1417  2.938 B3    188.5434  -68.8604 -.3566397 -.0535761 -.9327045  2670396
 1418  4.680 K0    190.6711  -60.7077 -.4808033 -.0905978 -.8721354  2670402
 1419  3.258 B3    190.7970  -67.8350 -.3705959 -.0706747 -.9261014  2670403
 1420  4.953 B8    197.9573  -67.6304 -.3620404 -.1173361 -.9247481  2670421
 1421  4.781 K0    198.4552  -66.5202 -.3779353 -.1261271 -.9172006  2670424
 1422  4.617 B5    199.8448  -60.7270 -.4599336 -.1659928 -.8723001  2670430
 1423  4.500 G0    200.1572  -64.2751 -.4074651 -.1495727 -.9008885  2670431
 1424  4.680 K0    208.5008  -63.4429 -.3929068 -.2133384 -.8944892  2670452
 1425   .859 B1    210.0683  -60.1331 -.4309725 -.2495081 -.8671842  2670456
 1426  1.008 &&&   218.9680  -60.6226 -.3814089 -.3085068 -.8714074  2670472
 1427  3.422 F0    219.6052  -64.7615 -.3285116 -.2718190 -.9045411  2670473
 1428  4.844 K0    228.3504  -63.4274 -.2972844 -.3342557 -.8943685  2670499
 1429  3.063 A0    228.5507  -68.4972 -.2426379 -.2747416 -.9303998  2670500
 1430  4.109 K0    233.0304  -66.1518 -.2431512 -.3230287 -.9146201  2670511
 1431  3.039 F0    237.6746  -63.2827 -.2404068 -.3799132 -.8932360  2670521
 1432  4.031 G0    242.7174  -63.5605 -.2040951 -.3957216 -.8954047  2670531
 1433  4.930 G0    245.7727  -69.9736 -.1405286 -.3122918 -.9395348  2670536
 1434  1.883 K2    250.8386  -68.9392 -.1179523 -.3394488 -.9331997  2670550
 1435  4.742 K2    259.1880  -67.7213 -.0711167 -.3723827 -.9253505  2670565
 1436  3.789 B8    261.6437  -60.6457 -.0712415 -.4850044 -.8716051  2670572
 1437  3.578 K0    265.2051  -64.7033 -.0357182 -.4258104 -.9041071  2670574
 1438  4.438 A5    270.9419  -63.6752  .0072898 -.4433985 -.8962949  2670584
 1439  4.250 K2    274.6550  -61.5193  .0387005 -.4752898 -.8789778  2670590
 1440  4.813 B8    276.6768  -62.3133  .0540227 -.4614859 -.8855012  2670592
 1441  4.898 A2    280.1366  -64.9228  .0745938 -.4172227 -.9057378  2670595
 1442  4.422 B2    281.8976  -62.2478  .0959993 -.4556452 -.8849698  2670598
 1443  4.203 F5P   282.9513  -67.2990  .0864935 -.3761040 -.9225317  2670599
 1444  3.641 G5    300.9922  -66.3243  .2067715 -.3442320 -.9158329  2670631
 1445  4.844 F0    307.8657  -60.7540  .2998847 -.3856952 -.8725299  2670641
 1446  3.602 A5    310.1184  -66.3847  .2581309 -.3063401 -.9162555  2670648
 1447  4.297 F8    320.5866  -65.5856  .3193355 -.2624305 -.9105795  2670661
 1448  2.906 K2    333.7724  -60.5101  .4415882 -.2175524 -.8704429  2670672
 1449  4.797 B9    335.9522  -65.2217  .3827326 -.1707863 -.9079360  2670674
 1450  4.922 MB    337.4108  -62.2401  .4300356 -.1789113 -.8849068  2670677
 1451  4.711 B9    359.3347  -65.8555  .4090117 -.0047496 -.9125168  2670708
 1452  2.898 G0      5.8997  -77.5322  .2147476  .0221910 -.9764174  2780008
 1453  4.961 K5     11.7213  -75.1957  .2501901  .0519089 -.9668042  2780013
 1454  4.703 K2     42.6917  -75.2715  .1868695  .1723879 -.9671413  2780030
 1455  3.172 M0     56.9999  -74.3914  .1465436  .2256561 -.9631222  2780040
 1456  3.867 K0    107.2959  -70.4169 -.0996491  .3200179 -.9421563  2780075
 1457  3.891 K0    115.6135  -72.4861 -.1300945  .2713638 -.9536441  2780080
 1458  4.078 F5    124.9681  -76.7611 -.1312516  .1876690 -.9734235  2780085
 1459  4.258 K0    125.5389  -77.3235 -.1275540  .1785677 -.9756247  2780088
 1460  4.500 F5    136.2585  -72.4015 -.2184340  .2090428 -.9531987  2780105
 1461  4.859 B3P   136.3104  -70.3373 -.2433076  .2324256 -.9416899  2780106
 1462  4.078 F5    155.8513  -73.7772 -.2549237  .1142929 -.9601828  2780119
 1463  4.938 A2    157.2689  -71.7356 -.2890596  .1211004 -.9496206  2780122
 1464  4.898 K5    157.4671  -72.9643 -.2706027  .1122695 -.9561222  2780123
 1465  4.102 M0    158.7214  -78.3481 -.1881969  .0732938 -.9793926  2780125
 1466  5.000 K5    180.5372  -76.2408 -.2378309 -.0022298 -.9713040  2780159
 1467  4.383 B5    183.8398  -79.0345 -.1897906 -.0127382 -.9817420  2780164
 1468  4.039 B5    187.3617  -71.8571 -.3088214 -.0398988 -.9502828  2780171
 1469  3.633 K2    194.7089  -71.2801 -.3104240 -.0814897 -.9470989  2780176
 1470  4.961 K0    200.2786  -74.6270 -.2486700 -.0918802 -.9642206  2780183
 1471  3.813 K5    220.3873  -78.8351 -.1474871 -.1254651 -.9810739  2780207
 1472  5.000 K2    223.0252  -76.4615 -.1711393 -.1597307 -.9722127  2780211
 1473  4.781 M3    243.1999  -78.5742 -.0893186 -.1768202 -.9801820  2780235
 1474  3.898 K0    246.4218  -78.7897 -.0777644 -.1781801 -.9809202  2780238
 1475  4.156 K0    248.9573  -77.4205 -.0782020 -.2032706 -.9759946  2780243
 1476  4.102 K0    279.3015  -71.4762  .0513495 -.3135217 -.9481916  2780265
 1477  4.102 A0    298.7145  -73.0469  .1400925 -.2557303 -.9565438  2780277
 1478  3.742 K0    324.0023  -77.6165  .1735017 -.1260459 -.9767341  2780291
 1479  4.727 K0    359.7613  -77.3435  .2191031 -.0009129 -.9757013  2780323
 1480  4.617 B3    161.3306  -80.2763 -.1600097  .0540650 -.9856337  2890033
 1481  4.969 A2P   212.9523  -80.7759 -.1345087 -.0871917 -.9870689  2890048
 1482  4.141 K2    214.6536  -83.4416 -.0939543 -.0649444 -.9934560  2890050
 1483  4.344 F0    340.2638  -81.6447  .1367758 -.0490703 -.9893859  2890089

  NO.   VMAG SPEC RIGHT ASC DECLINATN      VX       VY        VZ       MMSCF#
			(DEG.)    (DEG.)

 
THIS STAR CATALOG WAS CREATED BY PROGRAM BSTARCL
BSTARCL SELECTS STARS FROM THE SMITHSONIAN ASTROPHYSICAL OBSERVATORY EPOCH OF 1950
STAR POSITIONS WERE CORRECTED TO YEAR 1990, MONTH  0
